WORD,MPQA,OPENER,OL,VADER,DALX
inadverent,-1.0,-1.0,-1.0,-1.0,
inadverently,-1.0,-1.0,-1.0,-1.0,
inadvisable,-1.0,-1.0,-1.0,-1.0,
inadvisably,-1.0,-1.0,-1.0,-1.0,
inalienable,1.0,1.0,1.0,1.0,
inane,-1.0,-1.0,-1.0,-1.0,-1.0
inanely,-1.0,-1.0,-1.0,-1.0,
inappropriate,-1.0,-1.0,-1.0,-1.0,-1.0
inappropriately,-1.0,-1.0,-1.0,-1.0,-1.0
inapt,-1.0,-1.0,-1.0,-1.0,
inaptitude,-1.0,-1.0,-1.0,-1.0,
inarguable,0.0,0.0,0.0,0.0,
inarguably,0.0,0.0,0.0,0.0,
inarticulate,-1.0,-1.0,-1.0,-1.0,-1.0
inattentive,-1.0,-1.0,-1.0,-1.0,-1.0
inaudible,-1.0,-1.0,-1.0,-1.0,-1.0
incapable,-1.0,-1.0,-1.0,-1.0,-1.0
incapably,-1.0,-1.0,-1.0,-1.0,
incapacitated,-1.0,-1.0,-1.0,-1.0,-1.0
incautious,-1.0,-1.0,-1.0,-1.0,
incendiary,-1.0,-1.0,-1.0,-1.0,-1.0
incense,-1.0,-1.0,-1.0,-1.0,
incensed,-1.0,-1.0,-1.0,-1.0,-1.0
incentive,1.0,1.0,1.0,1.0,1.0
incentives,1.0,1.0,1.0,1.0,1.0
incessant,-1.0,-1.0,-1.0,-1.0,-1.0
incessantly,-1.0,-1.0,-1.0,-1.0,-1.0
incisive,1.0,1.0,1.0,1.0,
incisively,1.0,1.0,1.0,1.0,
incisiveness,1.0,1.0,1.0,1.0,
incite,-1.0,-1.0,-1.0,-1.0,-1.0
incitement,-1.0,-1.0,-1.0,-1.0,
incivility,-1.0,-1.0,-1.0,-1.0,-1.0
inclement,-1.0,-1.0,-1.0,-1.0,-1.0
inclination,-1.0,-1.0,-1.0,-1.0,-1.0
inclinations,1.0,1.0,1.0,1.0,
inclined,1.0,1.0,1.0,1.0,
inclusive,1.0,1.0,1.0,1.0,1.0
incognizant,-1.0,-1.0,-1.0,-1.0,
incoherence,-1.0,-1.0,-1.0,-1.0,-1.0
incoherent,-1.0,-1.0,-1.0,-1.0,-1.0
incoherently,-1.0,-1.0,-1.0,-1.0,-1.0
incommensurate,-1.0,-1.0,-1.0,-1.0,
incomparable,1.0,1.0,1.0,1.0,1.0
incomparably,1.0,1.0,1.0,1.0,1.0
incompatability,-1.0,-1.0,-1.0,-1.0,
incompatibility,-1.0,-1.0,-1.0,-1.0,-1.0
incompatible,-1.0,-1.0,-1.0,-1.0,-1.0
incompetence,-1.0,-1.0,-1.0,-1.0,-1.0
incompetent,-1.0,-1.0,-1.0,-1.0,-1.0
incompetently,-1.0,-1.0,-1.0,-1.0,-1.0
incomplete,-1.0,-1.0,-1.0,-1.0,-1.0
incompliant,-1.0,-1.0,-1.0,-1.0,
incomprehensible,-1.0,-1.0,-1.0,-1.0,-1.0
incomprehension,-1.0,-1.0,-1.0,-1.0,
inconceivable,-1.0,-1.0,-1.0,-1.0,-1.0
inconceivably,-1.0,-1.0,-1.0,-1.0,-1.0
inconclusive,-1.0,-1.0,-1.0,-1.0,-1.0
incongruous,-1.0,-1.0,-1.0,-1.0,-1.0
incongruously,-1.0,-1.0,-1.0,-1.0,
inconsequent,-1.0,-1.0,-1.0,-1.0,
inconsequential,-1.0,-1.0,-1.0,-1.0,-1.0
inconsequentially,-1.0,-1.0,-1.0,-1.0,
inconsequently,-1.0,-1.0,-1.0,-1.0,
inconsiderate,-1.0,-1.0,-1.0,-1.0,-1.0
inconsiderately,-1.0,-1.0,-1.0,-1.0,-1.0
inconsistence,-1.0,-1.0,-1.0,-1.0,
inconsistencies,-1.0,-1.0,-1.0,-1.0,-1.0
inconsistency,-1.0,-1.0,-1.0,-1.0,-1.0
inconsistent,-1.0,-1.0,-1.0,-1.0,-1.0
inconsolable,-1.0,-1.0,-1.0,-1.0,-1.0
inconsolably,-1.0,-1.0,-1.0,-1.0,-1.0
inconstant,-1.0,-1.0,-1.0,-1.0,-1.0
incontestable,1.0,1.0,1.0,1.0,
incontrovertible,1.0,1.0,1.0,1.0,
inconvenience,-1.0,-1.0,-1.0,-1.0,-1.0
inconvenient,-1.0,-1.0,-1.0,-1.0,-1.0
inconveniently,-1.0,-1.0,-1.0,-1.0,-1.0
incorrect,-1.0,-1.0,-1.0,-1.0,-1.0
incorrectly,-1.0,-1.0,-1.0,-1.0,-1.0
incorrigible,-1.0,-1.0,-1.0,-1.0,-1.0
incorrigibly,-1.0,-1.0,-1.0,-1.0,
incorruptible,1.0,1.0,1.0,1.0,
increase,0.325,0.325,0.325,0.325,
increased,0.275,0.275,0.275,0.275,
increasing,0.0,0.0,0.0,0.0,
increasingly,-1.0,-1.0,-1.0,-1.0,-1.0
incredible,1.0,1.0,1.0,1.0,1.0
incredibly,1.0,1.0,1.0,1.0,
incredulous,-1.0,-1.0,-1.0,-1.0,-1.0
incredulously,-1.0,-1.0,-1.0,-1.0,-1.0
inculcate,-1.0,-1.0,-1.0,-1.0,
indebted,1.0,1.0,1.0,1.0,1.0
indecency,-1.0,-1.0,-1.0,-1.0,-1.0
indecent,-1.0,-1.0,-1.0,-1.0,-1.0
indecently,-1.0,-1.0,-1.0,-1.0,-1.0
indecision,-1.0,-1.0,-1.0,-1.0,-1.0
indecisions,-0.275,-0.275,-0.275,-0.275,
indecisive,-1.0,-1.0,-1.0,-0.25,
indecisively,-1.0,-1.0,-1.0,-0.175,
indecisiveness,-1.0,-1.0,-1.0,-1.0,-1.0
indecisivenesses,-0.225,-0.225,-0.225,-0.225,
indecorum,-1.0,-1.0,-1.0,-1.0,
indeed,1.0,1.0,1.0,1.0,1.0
indefatigable,1.0,1.0,1.0,1.0,
indefensible,-1.0,-1.0,-1.0,-1.0,-1.0
indefinite,-1.0,-1.0,-1.0,-1.0,-1.0
indefinitely,-1.0,-1.0,-1.0,-1.0,-1.0
indelible,-1.0,-1.0,-1.0,-1.0,-1.0
indelibly,1.0,1.0,1.0,1.0,
indelicate,-1.0,-1.0,-1.0,-1.0,-1.0
independence,1.0,1.0,1.0,1.0,1.0
independent,1.0,1.0,1.0,1.0,
indescribable,1.0,1.0,1.0,1.0,
indescribably,1.0,1.0,1.0,1.0,
indestructible,-1.0,-1.0,-1.0,-1.0,-1.0
indeterminable,-1.0,-1.0,-1.0,-1.0,
indeterminably,-1.0,-1.0,-1.0,-1.0,
indeterminate,-1.0,-1.0,-1.0,-1.0,-1.0
indication,-1.0,-1.0,-1.0,-1.0,-1.0
indicative,0.0,0.0,0.0,0.0,
indifference,-1.0,-1.0,-1.0,-1.0,-1.0
indifferent,-1.0,-1.0,-1.0,-1.0,-1.0
indigent,-1.0,-1.0,-1.0,-1.0,-1.0
indignant,-1.0,-1.0,-1.0,-1.0,-1.0
indignantly,-1.0,-1.0,-1.0,-1.0,-1.0
indignation,-1.0,-1.0,-1.0,-1.0,-1.0
indignity,-1.0,-1.0,-1.0,-1.0,-1.0
indirect,-1.0,-1.0,-1.0,-1.0,-1.0
indiscernible,-1.0,-1.0,-1.0,-1.0,-1.0
indiscreet,-1.0,-1.0,-1.0,-1.0,-1.0
indiscreetly,-1.0,-1.0,-1.0,-1.0,
indiscretion,-1.0,-1.0,-1.0,-1.0,
indiscriminate,-1.0,-1.0,-1.0,-1.0,-1.0
indiscriminately,-1.0,-1.0,-1.0,-1.0,-1.0
indiscriminating,-1.0,-1.0,-1.0,-1.0,
indispensability,1.0,1.0,1.0,1.0,
indispensable,1.0,1.0,1.0,1.0,1.0
indisposed,-1.0,-1.0,-1.0,-1.0,-1.0
indisputable,1.0,1.0,1.0,1.0,
indistinct,-1.0,-1.0,-1.0,-1.0,-1.0
indistinctive,-1.0,-1.0,-1.0,-1.0,
indistinguishable,-1.0,-1.0,-1.0,-1.0,-1.0
individuality,1.0,1.0,1.0,1.0,1.0
individualized,1.0,1.0,1.0,1.0,1.0
indoctrinate,-1.0,-1.0,-1.0,-0.35,
indoctrinated,-1.0,-1.0,-1.0,-1.0,-1.0
indoctrinates,-0.15,-0.15,-0.15,-0.15,
indoctrinating,-0.175,-0.175,-0.175,-0.175,
indoctrination,-1.0,-1.0,-1.0,-1.0,
indolent,-1.0,-1.0,-1.0,-1.0,-1.0
indomitable,1.0,1.0,1.0,1.0,
indomitably,1.0,1.0,1.0,1.0,
indubitable,1.0,1.0,1.0,1.0,
indubitably,1.0,1.0,1.0,1.0,1.0
indulge,1.0,1.0,1.0,1.0,1.0
indulgence,1.0,1.0,1.0,1.0,1.0
indulgent,1.0,1.0,1.0,1.0,1.0
industrious,1.0,1.0,1.0,1.0,1.0
ineffective,-1.0,-1.0,-1.0,-1.0,-1.0
ineffectively,-1.0,-1.0,-1.0,-1.0,-1.0
ineffectiveness,-1.0,-1.0,-1.0,-1.0,-1.0
ineffectual,-1.0,-1.0,-1.0,-1.0,-1.0
ineffectuality,-0.4,-0.4,-0.4,-0.4,
ineffectually,-1.0,-1.0,-1.0,-0.275,
ineffectualness,-1.0,-1.0,-1.0,-0.325,
inefficacious,-1.0,-1.0,-1.0,-1.0,
inefficacy,-1.0,-1.0,-1.0,-1.0,
inefficiency,-1.0,-1.0,-1.0,-1.0,-1.0
inefficient,-1.0,-1.0,-1.0,-1.0,-1.0
inefficiently,-1.0,-1.0,-1.0,-1.0,-1.0
inelegance,-1.0,-1.0,-1.0,-1.0,
inelegant,-1.0,-1.0,-1.0,-1.0,-1.0
ineligible,-1.0,-1.0,-1.0,-1.0,
ineloquent,-1.0,-1.0,-1.0,-1.0,
ineloquently,-1.0,-1.0,-1.0,-1.0,
inept,-1.0,-1.0,-1.0,-1.0,-1.0
ineptitude,-1.0,-1.0,-1.0,-1.0,-1.0
ineptly,-1.0,-1.0,-1.0,-1.0,
inequalities,-1.0,-1.0,-1.0,-1.0,
inequality,-1.0,-1.0,-1.0,-1.0,-1.0
inequitable,-1.0,-1.0,-1.0,-1.0,-1.0
inequitably,-1.0,-1.0,-1.0,-1.0,
inequities,-1.0,-1.0,-1.0,-1.0,-1.0
inertia,-1.0,-1.0,-1.0,-1.0,-1.0
inescapable,-1.0,-1.0,-1.0,-1.0,-1.0
inescapably,-1.0,-1.0,-1.0,-1.0,
inessential,-1.0,-1.0,-1.0,-1.0,
inestimable,1.0,1.0,1.0,1.0,
inestimably,1.0,1.0,1.0,1.0,
inevitable,-1.0,-1.0,-1.0,-1.0,-1.0
inevitably,-1.0,-1.0,-1.0,-1.0,-1.0
inexact,-1.0,-1.0,-1.0,-1.0,
inexcusable,-1.0,-1.0,-1.0,-1.0,-1.0
inexcusably,-1.0,-1.0,-1.0,-1.0,-1.0
inexorable,-1.0,-1.0,-1.0,-1.0,
inexorably,-1.0,-1.0,-1.0,-1.0,-1.0
inexpensive,1.0,1.0,1.0,1.0,1.0
inexperience,-1.0,-1.0,-1.0,-1.0,-1.0
inexperienced,-1.0,-1.0,-1.0,-1.0,-1.0
inexpert,-1.0,-1.0,-1.0,-1.0,-1.0
inexpertly,-1.0,-1.0,-1.0,-1.0,-1.0
inexpiable,-1.0,-1.0,-1.0,-1.0,
inexplainable,-1.0,-1.0,-1.0,-1.0,
inexplicable,-1.0,-1.0,-1.0,-1.0,-1.0
inextricable,-1.0,-1.0,-1.0,-1.0,
inextricably,-1.0,-1.0,-1.0,-1.0,
infallibility,1.0,1.0,1.0,1.0,
infallible,1.0,1.0,1.0,1.0,
infallibly,1.0,1.0,1.0,1.0,
infamous,1.0,1.0,1.0,1.0,1.0
infamously,-1.0,-1.0,-1.0,-1.0,-1.0
infamy,-1.0,-1.0,-1.0,-1.0,
infatuated,0.0,0.0,0.016666666666666666,0.05,
infatuation,0.15,0.15,0.15,0.15,
infected,-1.0,-1.0,-1.0,-1.0,-1.0
infection,-1.0,-1.0,-1.0,-1.0,-1.0
infections,-1.0,-1.0,-1.0,-1.0,-1.0
infectious,1.0,1.0,1.0,1.0,1.0
infer,-1.0,-1.0,-1.0,-1.0,-1.0
inference,-1.0,-1.0,-1.0,-1.0,-1.0
inferior,-1.0,-1.0,-1.0,-1.0,-1.0
inferiorities,-0.475,-0.475,-0.475,-0.475,
inferiority,-1.0,-1.0,-1.0,-1.0,-1.0
inferiorly,-0.5,-0.5,-0.5,-0.5,
inferiors,-0.125,-0.125,-0.125,-0.125,
infernal,-1.0,-1.0,-1.0,-1.0,-1.0
infest,-1.0,-1.0,-1.0,-1.0,-1.0
infested,-1.0,-1.0,-1.0,-1.0,-1.0
infidel,-1.0,-1.0,-1.0,-1.0,-1.0
infidels,-1.0,-1.0,-1.0,-1.0,-1.0
infiltrator,-1.0,-1.0,-1.0,-1.0,
infiltrators,-1.0,-1.0,-1.0,-1.0,
infirm,-1.0,-1.0,-1.0,-1.0,-1.0
inflame,-1.0,-1.0,-1.0,-1.0,
inflamed,-1.0,-1.0,-1.0,-1.0,-1.0
inflammation,-1.0,-1.0,-1.0,-1.0,
inflammatory,-1.0,-1.0,-1.0,-1.0,-1.0
inflammed,-1.0,-1.0,-1.0,-1.0,-1.0
inflated,-1.0,-1.0,-1.0,-1.0,-1.0
inflationary,-1.0,-1.0,-1.0,-1.0,
inflexible,-1.0,-1.0,-1.0,-1.0,-1.0
inflict,-1.0,-1.0,-1.0,-1.0,-1.0
influence,0.0,0.0,0.0,0.0,
influential,1.0,1.0,1.0,1.0,1.0
informational,1.0,1.0,1.0,1.0,1.0
informative,1.0,1.0,1.0,1.0,1.0
infraction,-1.0,-1.0,-1.0,-1.0,-1.0
infringe,-1.0,-1.0,-1.0,-1.0,
infringement,-1.0,-1.0,-1.0,-1.0,-1.0
infringements,-1.0,-1.0,-1.0,-1.0,
infuriate,-1.0,-1.0,-1.0,-1.0,-1.0
infuriated,-1.0,-1.0,-1.0,-1.0,-1.0
infuriates,-1.0,-1.0,-1.0,-1.0,-1.0
infuriating,-1.0,-1.0,-1.0,-1.0,-1.0
infuriatingly,-1.0,-1.0,-1.0,-1.0,-1.0
ingenious,1.0,1.0,1.0,1.0,1.0
ingeniously,1.0,1.0,1.0,1.0,1.0
ingenuity,1.0,1.0,1.0,1.0,
ingenuous,1.0,1.0,1.0,1.0,
ingenuously,1.0,1.0,1.0,1.0,
inglorious,-1.0,-1.0,-1.0,-1.0,
ingrate,-1.0,-1.0,-1.0,-1.0,-1.0
ingratiate,1.0,1.0,1.0,1.0,1.0
ingratiating,1.0,1.0,1.0,1.0,
ingratiatingly,1.0,1.0,1.0,1.0,
ingratitude,-1.0,-1.0,-1.0,-1.0,
inherent,-1.0,-1.0,-1.0,-1.0,-1.0
inhibin,-0.05,-0.05,-0.05,-0.05,
inhibit,-1.0,-1.0,-1.0,-1.0,-1.0
inhibited,-0.1,-0.1,-0.1,-0.1,
inhibiting,-0.1,-0.1,-0.1,-0.1,
inhibition,-1.0,-1.0,-1.0,-0.375,
inhibitions,-1.0,-1.0,-1.0,-1.0,-1.0
inhibitive,-0.35,-0.35,-0.35,-0.35,
inhibitor,-1.0,-1.0,-1.0,-1.0,-1.0
inhibitors,-0.25,-0.25,-0.25,-0.25,
inhibitory,-0.25,-0.25,-0.25,-0.25,
inhibits,-1.0,-1.0,-1.0,-1.0,-1.0
inhospitable,-1.0,-1.0,-1.0,-1.0,-1.0
inhospitality,-1.0,-1.0,-1.0,-1.0,
inhuman,-1.0,-1.0,-1.0,-1.0,-1.0
inhumane,-1.0,-1.0,-1.0,-1.0,-1.0
inhumanity,-1.0,-1.0,-1.0,-1.0,-1.0
inimical,-1.0,-1.0,-1.0,-1.0,
inimically,-1.0,-1.0,-1.0,-1.0,
iniquitous,-1.0,-1.0,-1.0,-1.0,
iniquity,-1.0,-1.0,-1.0,-1.0,
injudicious,-1.0,-1.0,-1.0,-1.0,
injure,-1.0,-1.0,-1.0,-1.0,-1.0
injured,-1.0,-1.0,-1.0,-1.0,-1.0
injurious,-1.0,-1.0,-1.0,-1.0,
injury,-1.0,-1.0,-1.0,-1.0,-1.0
injustice,-1.0,-1.0,-1.0,-1.0,-1.0
injustices,-1.0,-1.0,-1.0,-1.0,-1.0
inkling,-1.0,-1.0,-1.0,-1.0,-1.0
inklings,0.0,0.0,0.0,0.0,
innocence,-1.0,-1.0,-1.0,-1.0,-1.0
innocency,0.475,0.475,0.475,0.475,
innocent,-1.0,-1.0,-1.0,-1.0,-1.0
innocenter,0.225,0.225,0.225,0.225,
innocently,1.0,1.0,0.7833333333333333,0.35,
innocents,-1.0,-1.0,-1.0,-1.0,-1.0
innocuous,-1.0,-1.0,-1.0,-1.0,-1.0
innovate,1.0,1.0,1.0,1.0,1.0
innovates,0.5,0.5,0.5,0.5,
innovation,1.0,1.0,1.0,1.0,1.0
innovative,1.0,1.0,1.0,1.0,1.0
innuendo,-1.0,-1.0,-1.0,-1.0,-1.0
innumerable,0.0,0.0,0.0,0.0,
innumerably,0.0,0.0,0.0,0.0,
innumerous,0.0,0.0,0.0,0.0,
inoffensive,-1.0,-1.0,-1.0,-1.0,-1.0
inoperable,-1.0,-1.0,-1.0,-1.0,-1.0
inopportune,-1.0,-1.0,-1.0,-1.0,-1.0
inordinate,-1.0,-1.0,-1.0,-1.0,-1.0
inordinately,-1.0,-1.0,-1.0,-1.0,-1.0
inpressed,1.0,1.0,1.0,1.0,
inquisition,-1.0,-1.0,-1.0,-1.0,-1.0
inquisitive,1.0,1.0,0.725,0.175,
insane,-1.0,-1.0,-1.0,-1.0,-1.0
insanely,-1.0,-1.0,-1.0,-1.0,
insanity,-1.0,-1.0,-1.0,-1.0,-1.0
insatiable,-1.0,-1.0,-1.0,-1.0,
insecure,-1.0,-1.0,-1.0,-1.0,-1.0
insecurely,-0.35,-0.35,-0.35,-0.35,
insecureness,-0.45,-0.45,-0.45,-0.45,
insecurities,-1.0,-1.0,-1.0,-1.0,-1.0
insecurity,-1.0,-1.0,-1.0,-1.0,-1.0
insensible,-1.0,-1.0,-1.0,-1.0,-1.0
insensitive,-1.0,-1.0,-1.0,-1.0,-1.0
insensitively,-1.0,-1.0,-1.0,-1.0,
insensitivity,-1.0,-1.0,-1.0,-1.0,-1.0
insidious,-1.0,-1.0,-1.0,-1.0,-1.0
insidiously,-1.0,-1.0,-1.0,-1.0,-1.0
insight,1.0,1.0,1.0,1.0,1.0
insightful,1.0,1.0,1.0,1.0,1.0
insightfully,1.0,1.0,1.0,1.0,
insights,1.0,1.0,1.0,1.0,1.0
insignificance,-1.0,-1.0,-1.0,-1.0,
insignificant,-1.0,-1.0,-1.0,-1.0,-1.0
insignificantly,-1.0,-1.0,-1.0,-1.0,-1.0
insincere,-1.0,-1.0,-1.0,-1.0,-1.0
insincerely,-1.0,-1.0,-1.0,-1.0,-1.0
insincerity,-1.0,-1.0,-1.0,-1.0,-1.0
insinuate,-1.0,-1.0,-1.0,-1.0,-1.0
insinuating,-1.0,-1.0,-1.0,-1.0,-1.0
insinuation,-1.0,-1.0,-1.0,-1.0,-1.0
insipid,-1.0,-1.0,-1.0,-1.0,-1.0
insist,-1.0,-1.0,-1.0,-1.0,-1.0
insistence,-1.0,-1.0,-1.0,-1.0,-1.0
insistent,-1.0,-1.0,-1.0,-1.0,-1.0
insistently,-1.0,-1.0,-1.0,-1.0,-1.0
insociable,-1.0,-1.0,-1.0,-1.0,
insolence,-1.0,-1.0,-1.0,-1.0,-1.0
insolent,-1.0,-1.0,-1.0,-1.0,-1.0
insolently,-1.0,-1.0,-1.0,-1.0,
insolvent,-1.0,-1.0,-1.0,-1.0,-1.0
insouciance,-1.0,-1.0,-1.0,-1.0,
inspiration,1.0,1.0,1.0,1.0,1.0
inspirational,1.0,1.0,1.0,1.0,1.0
inspirationally,0.575,0.575,0.575,0.575,
inspirations,1.0,1.0,1.0,1.0,1.0
inspirator,0.475,0.475,0.475,0.475,
inspirators,0.3,0.3,0.3,0.3,
inspiratory,0.375,0.375,0.375,0.375,
inspire,1.0,1.0,1.0,1.0,1.0
inspired,1.0,1.0,1.0,1.0,1.0
inspirer,0.55,0.55,0.55,0.55,
inspirers,0.5,0.5,0.5,0.5,
inspires,1.0,1.0,1.0,1.0,1.0
inspiring,1.0,1.0,1.0,1.0,1.0
inspiringly,1.0,1.0,1.0,1.0,1.0
inspirit,0.475,0.475,0.475,0.475,
inspirited,0.325,0.325,0.325,0.325,
inspiriting,0.45,0.45,0.45,0.45,
inspiritingly,0.525,0.525,0.525,0.525,
inspirits,0.2,0.2,0.2,0.2,
instability,-1.0,-1.0,-1.0,-1.0,-1.0
instable,-1.0,-1.0,-1.0,-1.0,
instantly,1.0,1.0,1.0,1.0,
instigate,-1.0,-1.0,-1.0,-1.0,-1.0
instigator,-1.0,-1.0,-1.0,-1.0,
instigators,-1.0,-1.0,-1.0,-1.0,
instructive,1.0,1.0,1.0,1.0,1.0
instrumental,1.0,1.0,1.0,1.0,1.0
insubordinate,-1.0,-1.0,-1.0,-1.0,-1.0
insubstantial,-1.0,-1.0,-1.0,-1.0,-1.0
insubstantially,-1.0,-1.0,-1.0,-1.0,
insufferable,-1.0,-1.0,-1.0,-1.0,-1.0
insufferably,-1.0,-1.0,-1.0,-1.0,-1.0
insufficiency,-1.0,-1.0,-1.0,-1.0,-1.0
insufficient,-1.0,-1.0,-1.0,-1.0,-1.0
insufficiently,-1.0,-1.0,-1.0,-1.0,-1.0
insular,-1.0,-1.0,-1.0,-1.0,-1.0
insult,-1.0,-1.0,-1.0,-1.0,-1.0
insulted,-1.0,-1.0,-1.0,-1.0,-1.0
insulter,-0.5,-0.5,-0.5,-0.5,
insulters,-0.5,-0.5,-0.5,-0.5,
insulting,-1.0,-1.0,-1.0,-1.0,-1.0
insultingly,-1.0,-1.0,-1.0,-1.0,-1.0
insults,-1.0,-1.0,-1.0,-1.0,-1.0
insupportable,-1.0,-1.0,-1.0,-1.0,
insupportably,-1.0,-1.0,-1.0,-1.0,
insurmountable,-1.0,-1.0,-1.0,-1.0,
insurmountably,-1.0,-1.0,-1.0,-1.0,
insurrection,-1.0,-1.0,-1.0,-1.0,
intact,1.0,1.0,1.0,1.0,1.0
intefere,-1.0,-1.0,-1.0,-1.0,
inteferes,-1.0,-1.0,-1.0,-1.0,
integral,1.0,1.0,1.0,1.0,1.0
integrated,1.0,1.0,1.0,1.0,1.0
integrity,1.0,1.0,0.7999999999999999,0.4,
intellect,0.5,0.5,0.5,0.5,
intellection,0.15,0.15,0.15,0.15,
intellections,0.2,0.2,0.2,0.2,
intellective,0.425,0.425,0.425,0.425,
intellectively,0.2,0.2,0.2,0.2,
intellects,0.45,0.45,0.45,0.45,
intellectual,0.575,0.575,0.575,0.575,
intellectualism,0.55,0.55,0.55,0.55,
intellectualist,0.5,0.5,0.5,0.5,
intellectualistic,0.325,0.325,0.325,0.325,
intellectualists,0.2,0.2,0.2,0.2,
intellectualities,0.425,0.425,0.425,0.425,
intellectuality,0.425,0.425,0.425,0.425,
intellectualization,0.375,0.375,0.375,0.375,
intellectualize,0.375,0.375,0.375,0.375,
intellectualized,0.3,0.3,0.3,0.3,
intellectualizes,0.45,0.45,0.45,0.45,
intellectualizing,0.2,0.2,0.2,0.2,
intellectually,0.35,0.35,0.35,0.35,
intellectualness,0.375,0.375,0.375,0.375,
intellectuals,0.4,0.4,0.4,0.4,
intelligence,-1.0,-1.0,-1.0,-1.0,-1.0
intelligencer,0.375,0.375,0.375,0.375,
intelligencers,0.4,0.4,0.4,0.4,
intelligences,0.4,0.4,0.4,0.4,
intelligent,1.0,1.0,1.0,1.0,1.0
intelligential,0.475,0.475,0.475,0.475,
intelligently,1.0,1.0,1.0,1.0,1.0
intelligentsia,1.0,1.0,1.0,1.0,1.0
intelligibility,0.375,0.375,0.375,0.375,
intelligible,-1.0,-1.0,-1.0,-1.0,-1.0
intelligibleness,0.375,0.375,0.375,0.375,
intelligibly,0.3,0.3,0.3,0.3,
intend,1.0,1.0,1.0,1.0,1.0
intense,0.0,0.0,-1.0,0.075,
intensive,1.0,1.0,1.0,1.0,1.0
intensively,1.0,1.0,1.0,1.0,1.0
intent,0.0,0.0,0.0,0.0,
intention,-1.0,-1.0,-1.0,-1.0,-1.0
intentions,-1.0,-1.0,-1.0,-1.0,-1.0
intents,0.0,0.0,0.0,0.0,
intercede,1.0,1.0,1.0,1.0,
interest,1.0,1.0,0.8333333333333334,0.5,
interested,1.0,1.0,1.0,1.0,1.0
interestedly,0.375,0.375,0.375,0.375,
interesting,1.0,1.0,1.0,1.0,1.0
interestingly,1.0,1.0,1.0,1.0,1.0
interestingness,0.45,0.45,0.45,0.45,
interests,1.0,1.0,1.0,1.0,1.0
interfere,-1.0,-1.0,-1.0,-1.0,
interference,-1.0,-1.0,-1.0,-1.0,-1.0
interferes,-1.0,-1.0,-1.0,-1.0,-1.0
intermittent,-1.0,-1.0,-1.0,-1.0,-1.0
interrogated,-1.0,-1.0,-1.0,-1.0,-1.0
interrupt,-1.0,-1.0,-1.0,-1.0,-1.0
interrupted,-1.0,-1.0,-1.0,-1.0,-1.0
interrupter,-0.275,-0.275,-0.275,-0.275,
interrupters,-0.325,-0.325,-0.325,-0.325,
interruptible,-0.325,-0.325,-0.325,-0.325,
interrupting,-1.0,-1.0,-1.0,-1.0,-1.0
interruption,-1.0,-1.0,-1.0,-1.0,-1.0
interruptions,-1.0,-1.0,-1.0,-1.0,-1.0
interruptive,-1.0,-1.0,-1.0,-1.0,-1.0
interruptor,-0.325,-0.325,-0.325,-0.325,
interrupts,-1.0,-1.0,-1.0,-1.0,-1.0
intimacy,1.0,1.0,1.0,1.0,1.0
intimate,1.0,1.0,1.0,1.0,1.0
intimidate,-1.0,-1.0,-1.0,-1.0,-1.0
intimidated,-1.0,-1.0,-1.0,-1.0,-1.0
intimidates,-1.0,-1.0,-1.0,-1.0,-1.0
intimidating,-1.0,-1.0,-1.0,-1.0,-1.0
intimidatingly,-1.0,-1.0,-1.0,-0.275,
intimidation,-1.0,-1.0,-1.0,-1.0,-1.0
intimidations,-0.35,-0.35,-0.35,-0.35,
intimidator,-0.4,-0.4,-0.4,-0.4,
intimidators,-0.4,-0.4,-0.4,-0.4,
intimidatory,-0.275,-0.275,-0.275,-0.275,
intolerable,-1.0,-1.0,-1.0,-1.0,-1.0
intolerablely,-1.0,-1.0,-1.0,-1.0,
intolerance,-1.0,-1.0,-1.0,-1.0,-1.0
intolerant,-1.0,-1.0,-1.0,-1.0,-1.0
intoxicate,-1.0,-1.0,-1.0,-1.0,
intractable,-1.0,-1.0,-1.0,-1.0,-1.0
intransigence,-1.0,-1.0,-1.0,-1.0,
intransigent,-1.0,-1.0,-1.0,-1.0,-1.0
intricate,1.0,1.0,1.0,1.0,1.0
intrigue,1.0,1.0,1.0,1.0,1.0
intrigues,0.225,0.225,0.225,0.225,
intriguing,1.0,1.0,1.0,1.0,1.0
intriguingly,1.0,1.0,1.0,1.0,1.0
intrude,-1.0,-1.0,-1.0,-1.0,-1.0
intrusion,-1.0,-1.0,-1.0,-1.0,-1.0
intrusive,-1.0,-1.0,-1.0,-1.0,
intuitive,1.0,1.0,1.0,1.0,1.0
inundate,-1.0,-1.0,-1.0,-1.0,-1.0
inundated,-1.0,-1.0,-1.0,-1.0,-1.0
invader,-1.0,-1.0,-1.0,-1.0,
invalid,-1.0,-1.0,-1.0,-1.0,-1.0
invalidate,-1.0,-1.0,-1.0,-1.0,-1.0
invalidity,-1.0,-1.0,-1.0,-1.0,
invaluable,1.0,1.0,1.0,1.0,1.0
invaluablely,1.0,1.0,1.0,1.0,
invasive,-1.0,-1.0,-1.0,-1.0,-1.0
invective,-1.0,-1.0,-1.0,-1.0,-1.0
inveigle,-1.0,-1.0,-1.0,-1.0,
inventive,1.0,1.0,1.0,1.0,1.0
invidious,-1.0,-1.0,-1.0,-1.0,
